"genus_species","size_class","year","shark_in_video","sec_investigating_circling","sec_passing","sec_feeding","sec_total","frac_investigating_circling","frac_passing","frac_feeding","bout","bite","habitat","depth","log_depth","total_time_shark_present_frame","log_total_time_shark_present_frame","n_frame_total","log_n_frame_total","video"
"Lethrinus microdon","Medium","2016","absent",0,8,0,8,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,1,0,"ASH108"
"Lethrinus microdon","Medium","2016","absent",0,12.4,0,12.4,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH108"
"Lethrinus microdon","Medium","2016","absent",0,7,0,7,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH108"
"Lutjanus vitta","Small","2016","absent",197.2,0,3.4,200.6,0.983050847457627,0,0.0169491525423729,17,17,"near reef",32.6,3.48431228837266,0,-Inf,9,2.19722457733622,"ASH105"
"Lutjanus vitta","Small","2016","absent",291.4,0,8.6,300,0.971333333333333,0,0.0286666666666667,43,43,"near reef",32.6,3.48431228837266,0,-Inf,9,2.19722457733622,"ASH105"
"Lutjanus vitta","Small","2016","absent",0,7.4,0,7.4,0,1,0,0,0,"near reef",32.6,3.48431228837266,0,-Inf,9,2.19722457733622,"ASH105"
"Lutjanus vitta","Small","2016","absent",0,295.6,4.4,300,0,0.985333333333333,0.0146666666666667,22,22,"near reef",32.6,3.48431228837266,0,-Inf,9,2.19722457733622,"ASH105"
"Lutjanus vitta","Small","2016","absent",276,0,3.2,279.2,0.988538681948424,0,0.0114613180515759,16,16,"near reef",32.6,3.48431228837266,0,-Inf,9,2.19722457733622,"ASH105"
"Lutjanus vitta","Small","2016","absent",271.8,0,2,273.8,0.992695398100804,0,0.00730460189919649,20,20,"near reef",32.6,3.48431228837266,0,-Inf,9,2.19722457733622,"ASH105"
"Lutjanus vitta","Small","2016","absent",18.4,3,0,21.4,0.85981308411215,0.14018691588785,0,0,0,"near reef",32.6,3.48431228837266,0,-Inf,9,2.19722457733622,"ASH105"
"Lutjanus vitta","Small","2016","absent",337.6,0,6,343.6,0.982537834691502,0,0.0174621653084983,30,30,"near reef",32.6,3.48431228837266,0,-Inf,9,2.19722457733622,"ASH105"
"Lutjanus vitta","Small","2016","absent",295,0,5,300,0.983333333333333,0,0.0166666666666667,25,25,"near reef",32.6,3.48431228837266,0,-Inf,9,2.19722457733622,"ASH105"
"Lutjanus decussatus","Small","2016","absent",0,1,0,1,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Caranx melampygus","Large","2016","absent",17.2,4.4,0.4,22,0.781818181818182,0.2,0.0181818181818182,1,1,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,8.8,0,8.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus bohar","Medium","2016","absent",0,6.4,0,6.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,6,0,6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,6,0,6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,3.6,0,3.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",7.8,4.6,0,12.4,0.629032258064516,0.370967741935484,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",2,2.6,0,4.6,0.434782608695652,0.565217391304348,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Caranx melampygus","Large","2016","absent",7.6,6.4,0.6,14.6,0.520547945205479,0.438356164383562,0.0410958904109589,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,5,0,5,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus bohar","Medium","2016","absent",10.6,11.2,0,21.8,0.486238532110092,0.513761467889908,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",10,10.4,0,20.4,0.490196078431373,0.509803921568628,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,5.4,0,5.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,10.2,0,10.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,13.6,0,13.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Caranx melampygus","Large","2016","absent",8.6,6.2,0.4,15.2,0.56578947368421,0.407894736842105,0.0263157894736842,1,1,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,5,0,5,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,3.4,0,3.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Caranx melampygus","Large","2016","absent",0,12,1.2,13.2,0,0.909090909090909,0.0909090909090909,1,4,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",9.4,7,0,16.4,0.573170731707317,0.426829268292683,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,4.8,0,4.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",8.6,1.6,0,10.2,0.843137254901961,0.156862745098039,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus bohar","Medium","2016","absent",0,5.8,0,5.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Caranx melampygus","Large","2016","absent",0,3.2,0,3.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,11.8,0,11.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",11.6,1.2,0,12.8,0.90625,0.09375,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus bohar","Medium","2016","absent",0,3.8,0,3.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus bohar","Medium","2016","absent",6.4,11.4,0,17.8,0.359550561797753,0.640449438202247,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Caranx melampygus","Large","2016","absent",0,10.2,0,10.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,8.6,0,8.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,5.4,0,5.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,6.6,0,6.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus bohar","Medium","2016","absent",0,4.4,0,4.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,8.4,0,8.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",32.6,3.4,0,36,0.905555555555556,0.0944444444444444,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,7.8,0,7.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Caranx melampygus","Large","2016","absent",0,10.6,0,10.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",14,1.6,0,15.6,0.897435897435897,0.102564102564103,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,14.4,0,14.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Caranx melampygus","Large","2016","absent",0,8.2,0,8.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",1.4,12.8,0,14.2,0.0985915492957746,0.901408450704225,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",16.4,8.2,0,24.6,0.666666666666667,0.333333333333333,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus bohar","Medium","2016","absent",0,13.6,0,13.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",6.2,4,0,10.2,0.607843137254902,0.392156862745098,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,14.8,0,14.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,5,0,5,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus bohar","Medium","2016","absent",0,5.2,0,5.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,9.2,0,9.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,6.8,0,6.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Caranx melampygus","Large","2016","absent",0,6.8,0,6.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Caranx melampygus","Large","2016","absent",0,6,0,6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,1,0,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,13.2,0,13.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Caranx melampygus","Large","2016","absent",0,1.2,0,1.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Caranx melampygus","Large","2016","absent",0,12.4,0,12.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,6,0,6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Caranx melampygus","Large","2016","absent",0,4.6,0.2,4.8,0,0.958333333333333,0.0416666666666667,1,1,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,7,0,7,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,10,0,10,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Lutjanus bohar","Medium","2016","absent",0,8.4,0,8.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Caranx melampygus","Large","2016","absent",0,2.4,0,2.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,8.2,0,8.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Caranx melampygus","Large","2016","absent",0,8.4,0,8.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,3.8,0,3.8,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,16.4,0,16.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,4.6,0,4.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,14,0,14,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Caranx melampygus","Large","2016","absent",0,14.4,0.4,14.8,0,0.972972972972973,0.027027027027027,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Caranx melampygus","Large","2016","absent",0,13.6,0,13.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,5,1.6094379124341,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,14.6,0,14.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,6.4,0,6.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,4,1.38629436111989,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,1,0,1,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,10.4,0,10.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Caranx melampygus","Large","2016","absent",0,2.4,0,2.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Caranx melampygus","Large","2016","absent",0,2,0,2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,11.2,0,11.2,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,8.6,0,8.6,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Lutjanus decussatus","Small","2016","absent",0,5.4,0,5.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,3,1.09861228866811,"ASH035"
"Caranx melampygus","Large","2016","absent",0,4.4,0,4.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Caranx melampygus","Large","2016","absent",0,1.4,0,1.4,0,1,0,0,0,"reef",4,1.38629436111989,0,-Inf,2,0.693147180559945,"ASH035"
"Caranx melampygus","Large","2016","absent",0,3.4,0,3.4,0,1,0,0,0,"near reef",39.7,3.68135118769314,0,-Inf,1,0,"ASH040"
"Lethrinus amboinensis","Medium","2016","absent",0,30.3,0,30.3,0,1,0,0,0,"near reef",39.7,3.68135118769314,0,-Inf,1,0,"ASH040"
"Aprion virescens","Large","2016","absent",0,10.8,0,10.8,0,1,0,0,0,"near reef",39.7,3.68135118769314,0,-Inf,1,0,"ASH040"
"Lethrinus amboinensis","Medium","2016","absent",1.2,1.6,0,2.8,0.428571428571429,0.571428571428572,0,0,0,"near reef",39.7,3.68135118769314,0,-Inf,1,0,"ASH040"
"Lethrinus amboinensis","Medium","2016","absent",0,3.8,0,3.8,0,1,0,0,0,"near reef",20,2.99573227355399,0,-Inf,1,0,"ASH003"
"Lethrinus amboinensis","Medium","2016","absent",0,6.2,0,6.2,0,1,0,0,0,"near reef",20,2.99573227355399,0,-Inf,1,0,"ASH003"
"Lethrinus amboinensis","Medium","2016","absent",3.6,4.6,0,8.2,0.439024390243902,0.560975609756098,0,0,0,"near reef",20,2.99573227355399,0,-Inf,1,0,"ASH003"
"Lethrinus amboinensis","Medium","2016","absent",10,8.4,0,18.4,0.543478260869565,0.456521739130435,0,0,0,"near reef",20,2.99573227355399,0,-Inf,1,0,"ASH003"
"Gymnocranius grandoculis","Medium","2016","absent",0,10,0,10,0,1,0,0,0,"near reef",20,2.99573227355399,0,-Inf,1,0,"ASH003"
"Lethrinus amboinensis","Medium","2016","absent",0,3,0,3,0,1,0,0,0,"near reef",20,2.99573227355399,0,-Inf,1,0,"ASH003"
"Lethrinus amboinensis","Medium","2016","absent",0,8.2,0,8.2,0,1,0,0,0,"near reef",20,2.99573227355399,0,-Inf,1,0,"ASH003"
"Lethrinus amboinensis","Medium","2016","absent",6,1.6,0,7.6,0.789473684210526,0.210526315789474,0,0,0,"near reef",20,2.99573227355399,0,-Inf,1,0,"ASH003"
"Gymnocranius grandoculis","Medium","2016","absent",4,0,0,4,1,0,0,0,0,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,6.6,0,6.6,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Gymnocranius grandoculis","Medium","2016","absent",1.2,0,0,1.2,1,0,0,0,0,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Gymnocranius grandoculis","Medium","2016","absent",38.2,3.2,0.6,42,0.90952380952381,0.0761904761904762,0.0142857142857143,3,4,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,8,0,8,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,5.8,0,5.8,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,1,0,"ASH052"
"Gymnocranius grandoculis","Medium","2016","absent",121.2,6.4,5.4,133,0.911278195488722,0.0481203007518797,0.0406015037593985,10,27,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,5.8,0,5.8,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,7.2,0,7.2,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,12.2,0,12.2,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,4.8,0,4.8,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,7,0,7,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,2,0.693147180559945,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,5,0,5,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,1,0,"ASH052"
"Aprion virescens","Large","2016","absent",0,8.8,0,8.8,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,1,0,"ASH052"
"Lethrinus olivaceus","Medium","2016","absent",0,5.2,0,5.2,0,1,0,0,0,"near reef",23,3.13549421592915,0,-Inf,1,0,"ASH052"
"Lethrinus rubrioperculatus","Small","2004","present",0,1.4,0,1.4,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,1.4,0,1.4,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,1.4,0,1.4,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,0.4,0,0.4,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,1.6,0,1.6,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,0.4,0,0.4,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,2,0,2,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",16.2,1.6,0.6,18.4,0.880434782608696,0.0869565217391304,0.0326086956521739,2,4,"reef",18,2.89037175789616,54.2,3.9926809084456,12,2.484906649788,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",8,2.6,0,10.6,0.754716981132076,0.245283018867925,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,12,2.484906649788,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",6.6,6.4,0.6,13.6,0.485294117647059,0.470588235294118,0.0441176470588235,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,12,2.484906649788,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",20.8,0,1,21.8,0.954128440366973,0,0.0458715596330275,5,2,"reef",18,2.89037175789616,54.2,3.9926809084456,12,2.484906649788,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",13,0,0.6,13.6,0.955882352941177,0,0.0441176470588235,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,12,2.484906649788,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,1.6,0,1.6,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,12,2.484906649788,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",9.6,0,0,9.6,1,0,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,12,2.484906649788,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,1.6,0,1.6,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,6,1.79175946922805,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",3.6,9.6,1.2,14.4,0.25,0.666666666666667,0.0833333333333333,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,7,1.94591014905531,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",5.4,0,0,5.4,1,0,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,5.8,0,5.8,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,11.4,0.8,12.2,0,0.934426229508197,0.0655737704918033,1,3,"reef",18,2.89037175789616,54.2,3.9926809084456,3,1.09861228866811,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,5.6,0,5.6,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,3,1.09861228866811,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",5.6,4.4,1.2,11.2,0.5,0.392857142857143,0.107142857142857,2,2,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",6.2,0,0,6.2,1,0,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,3.4,0,3.4,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,7,1.94591014905531,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",19.4,0,2.8,22.2,0.873873873873874,0,0.126126126126126,2,5,"reef",18,2.89037175789616,54.2,3.9926809084456,7,1.94591014905531,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,1.4,0,1.4,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,7,1.94591014905531,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",5.6,2.2,1,8.8,0.636363636363636,0.25,0.113636363636364,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",8.1,3,2.2,13.3,0.609022556390977,0.225563909774436,0.165413533834586,2,4,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",4.4,2.2,0,6.6,0.666666666666667,0.333333333333333,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,6,1.79175946922805,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",1.6,5,0,6.6,0.242424242424242,0.757575757575758,0,1,2,"reef",18,2.89037175789616,54.2,3.9926809084456,8,2.07944154167984,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",4.4,2.2,0,6.6,0.666666666666667,0.333333333333333,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,9,2.19722457733622,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",14.6,5.8,1.2,21.6,0.675925925925926,0.268518518518518,0.0555555555555556,2,5,"reef",18,2.89037175789616,54.2,3.9926809084456,9,2.19722457733622,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,2,0,2,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",4,0,3,7,0.571428571428571,0,0.428571428571429,1,3,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",6.8,3,0.2,10,0.68,0.3,0.02,1,1,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",10.6,5.8,1.6,18,0.588888888888889,0.322222222222222,0.0888888888888889,3,5,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",18.4,2.6,2.8,23.8,0.773109243697479,0.109243697478992,0.117647058823529,5,12,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",0,2,0,2,0,1,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",4,0,0,4,1,0,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
"Lethrinus rubrioperculatus","Small","2004","present",3.6,0,0,3.6,1,0,0,0,0,"reef",18,2.89037175789616,54.2,3.9926809084456,10,2.30258509299405,"ASH2_5"
